x,y,tamanho,consumo_watts
37.454011884736246,39.363552027744205,1,1.9993404874581069
95.07143064099162,47.34356593750214,1,2.4934935450251885
73.1993941811405,85.45473932021804,1,2.125333561312666
59.86584841970366,34.00043860598922,2,3.249907749335389
15.601864044243651,86.96496848121713,2,3.5567407103506663
15.599452033620265,8.813443097669149,3,6.8773127361236766
5.8083612168199465,77.67984372086308,1,1.5157285072896898
86.61761457749351,84.75476330547363,2,4.696210175851513
60.11150117432088,18.181765283733874,2,4.51189733947618
70.80725777960456,43.03465323722004,2,3.6094801150926266
2.0584494295802447,16.54997746636556,3,6.270219373822748
96.99098521619943,70.66041289942177,2,3.514296613424154
83.24426408004217,53.534776806165674,3,9.937525250474414
21.233911067827616,63.5323346708321,1,1.9370938995829445
18.182496720710063,19.648696695621116,2,5.602036514106338
18.34045098534338,21.17458620524195,1,2.6975049333376866
30.42422429595377,4.149732550990636,1,2.0230391149257474
52.475643163223786,32.20675351957297,1,2.4133754169210873
43.194501864211574,55.97446613336749,1,1.3855040208254246
29.122914019804192,85.79349139973289,1,2.376793409853817
61.18528947223795,66.69274474586807,1,1.544769158526579
13.949386065204184,43.53963233997514,1,2.6641241935083015
29.214464853521815,95.31201143941378,3,6.334896532435639
36.63618432936917,71.92452005758318,1,2.546277345770555
45.606998421703594,93.016520286255,2,3.2998107197058584
78.51759613930136,52.75879732721657,1,2.762378473788618
19.967378215835975,25.89042747931396,3,7.216818072540015
51.42344384136116,5.282668636472199,3,8.6175734593223
59.24145688620425,72.60848514838504,2,4.4625068358608395
4.645041271999773,12.130299800553413,2,4.098909435787017
60.75448519014384,30.277512827196716,1,2.2908836663669927
17.052412368729154,53.24709078838974,3,9.790091922204951
6.505159298527952,56.441658777974766,3,6.165078989498488
94.88855372533332,60.0583196987136,3,9.675411423532417
96.56320330745594,16.625533034970065,2,4.8272449650630405
80.83973481164611,37.97374048216488,1,2.6146286015381044
30.46137691733707,61.71942271169667,3,7.53549981373711
9.767211400638388,96.98188646337847,1,1.9436859496752275
68.42330265121569,72.76311376996887,2,5.606552255403492
44.01524937396013,92.26037570939579,1,1.8296959396196462
12.203823484477883,76.2212058314177,3,8.13863826699634
49.51769101112702,59.171696889240046,1,1.0403898461686658
3.4388521115218396,19.202336913634454,1,1.3171960116760846
90.9320402078782,66.66856518925131,2,4.925059523924399
25.87799816000169,62.337956595990704,2,5.150930703191632
66.2522284353982,60.24691704572665,2,4.747802810353498
31.171107608941096,48.978586798824075,1,1.2866200725512213
52.00680211778108,52.86566039892756,1,1.8908108571556697
54.67102793432797,33.44425271181041,2,4.065284299089569
18.485445552552704,51.931269264230316,3,7.982645376140353
96.95846277645586,19.755590567847825,3,9.481316138216377
77.51328233611146,80.51743973603767,2,5.3275843159759555
93.9498941564189,18.577695469870783,3,6.335958005556636
89.48273504276489,8.496628988946641,2,5.670927593323693
59.78999788110851,43.62460263571574,2,4.415301453449471
92.18742350231169,65.83074395060619,2,5.231586434657995
8.84925020519195,43.771682493354135,2,3.420117693793056
19.59828624191452,27.67541319513086,2,5.012158577121144
4.522728891053807,55.817118389044076,2,3.708978052828374
32.53303307632643,34.700233541219994,1,1.876761794281863
38.8677289689482,93.28676901266331,1,1.0337257401642088
27.134903177389592,92.2645139603572,1,1.303221275860952
82.87375091519293,50.23718199720955,2,3.276241479370859
35.67533266935893,32.78839940182585,1,1.479488345876517
28.093450968738075,73.71324139566391,1,1.2000361800486445
54.26960831582485,3.671294348306664,2,5.075730079858686
14.092422497476264,47.47690060436513,2,3.087119706627658
80.21969807540397,33.63233942703335,2,4.8532215018749945
7.455064367977082,92.05358851025547,2,3.4221234924767225
98.68869366005173,1.2003027272682543,3,9.780645828711588
77.22447692966574,55.28148757183491,3,9.732376292439417
19.87156815341724,74.0663581066626,3,6.9020124100838505
0.5522117123602399,48.50179875240413,2,4.8432638946690885
81.54614284548342,8.540303016272166,1,1.0560106389449169
70.68573438476172,97.24613900279022,3,9.727154172204695
72.90071680409874,51.801043137609796,1,2.045974616383419
77.12703466859458,61.41862443190114,1,1.086446302835558
7.4044651734090365,23.660978270750732,2,4.027499979024412
35.84657285442726,48.34980851068038,1,1.1536989237224684
11.586905952512971,42.914949195832186,3,7.5717777574934395
86.31034258755935,7.489584200198374,2,5.009779026483969
62.329812682755794,10.616035354746723,2,4.409669724124319
33.08980248526492,83.74725196187745,2,4.151166524158363
6.355835028602364,23.981995220659023,2,3.3574711366213945
31.09823217156622,19.495827149863054,1,1.4898780913873126
32.518332202674706,50.49114512501392,2,3.3004298632150535
72.96061783380641,76.87471313625129,2,5.422496194969982
63.75574713552131,6.194651857898792,2,3.405719483954168
88.72127425763266,57.680791963825584,2,4.786120099646681
47.22149251619493,11.921044284057336,1,1.6854808271776918
11.959424593830171,3.6461050825618457,1,1.451956769310367
71.3244787222995,5.274395216221739,1,2.2789368789842075
76.07850486168974,83.41641082084413,1,1.9140046187538813
56.127719756949624,11.797248362806156,3,7.600581869138237
77.0967179954561,4.515136441229195,3,8.371408019568886
49.379559636439076,43.789988714291226,1,1.9825352569800014
52.27328293819941,84.39934719420248,2,3.910452625654682
42.75410183585496,26.240837648930192,2,4.677183863295755
2.541912674409519,42.17126175259164,1,2.3389971531013893
10.789142699330444,3.9922532563751223,1,1.0533863171737086
3.142918568673425,44.907851413487585,3,7.863486915630702
63.64104112637804,57.761308063713365,2,3.1730498537506313
31.435598107632668,57.090705375214476,3,6.745621656272444
50.85706911647028,33.242669217436514,1,2.121017468155946
90.7566473926093,31.55331806631355,2,5.598566745796742
24.929222914887493,10.662361893659789,1,2.7656113583769697
41.038292303562976,36.67983206462684,1,1.1398880202772625
75.55511385430486,9.949466887296465,2,4.257315258860119
22.879816549162246,76.65959447120517,1,2.1660129660091023
7.697990982879299,96.62742977481858,1,1.2941398091006868
28.9751452913768,97.00744566667069,1,2.530864433489543
16.122128725400444,86.50710993753938,1,2.488470516874478
92.96976523425731,60.07921493396191,2,5.710023041120384
80.8120379564417,70.086569724388,2,3.025458036250329
63.34037565104234,28.520580268041407,1,1.4333684879780053
87.14605901877177,63.077042017262066,1,2.6543734284906435
80.36720768991145,45.56495494398774,1,2.3411601016538706
18.657005888603585,48.20173397769325,2,5.683169561095472
89.25589984899777,75.7776560375158,1,1.114359309060533
53.93422419156507,28.191835559725163,2,4.790891897149328
80.74401551640625,31.803961169451988,1,2.1380931497873483
89.60912999234932,92.46417911286366,1,1.0713488327210647
31.800347497186387,5.622429485097225,3,8.054088307649934
11.005192452767677,48.56342984133404,2,4.828560933929772
22.793516254194166,91.28008004078617,1,1.3825863484042145
42.71077886262563,61.0363007818157,3,7.093318332498652
81.80147659224932,54.64070742121321,2,4.921042038893211
86.07305832563435,24.974417922935523,3,7.873203790399833
0.6952130531190703,34.327548906444825,2,5.574040972704981
51.07473025775657,85.20484158046929,2,4.027145298027565
41.7411003148779,55.921813176845816,3,7.066638633552804
22.210781047073024,51.47421937567799,1,2.9697318806896855
11.98653673336828,9.957971354002893,2,5.73340731039025
33.7615171403628,1.6028156455123121,2,3.0869782349969395
94.29097039125192,96.36851886870491,1,2.5414572306131316
32.320293202075526,37.698616728684165,1,1.220669547650406
51.87906217433661,60.32130620995043,1,1.054970389658742
70.30189588951778,7.971507318728499,2,3.821086547899047
36.3629602379294,68.31142857230465,2,3.808037637183313
97.17820827209607,93.2566708705961,2,5.4579562870408935
96.24472949421113,57.56652529974197,1,2.4213344918856703
25.178229582536417,12.611532237541056,2,5.944828281996043
49.72485058923854,58.172152747347674,3,8.846051601247273
30.087830981676966,76.63472131046524,1,1.8365111065120958
28.484049437746762,40.64165365740187,2,5.09678298283565
3.6886947354532795,87.98377479414678,2,5.998377201559206
60.956433397989684,64.86829533573645,2,5.130425647687584
50.26790232288615,89.92489182892025,2,5.285044067940955
5.147875124998935,62.35053112473372,3,9.753460060761038
27.864646423661142,13.128797200482422,1,1.2273025226233667
90.82658859666537,30.96917111051891,3,8.819137173790907
23.95618906669724,20.17949482524569,1,2.701611915934898
14.48948720912231,90.88264977168623,1,2.9087572004417863
48.9452760277563,76.04000672874827,1,1.4219385794233987
98.56504541106007,67.6398368910006,2,4.511787023172733
24.20552715115004,30.096631963162167,2,5.041664542933446
67.21355474058785,18.40447720502135,1,1.4949354590026749
76.16196153287176,75.64510879889119,1,2.200945726500548
23.763754399239968,47.41579458790797,3,7.0303151299919975
72.82163486118596,22.578955215062912,3,7.333828082126589
36.77831327192532,61.66219781652751,2,4.324556089532595
63.23058305935795,4.0333852138451975,2,4.587570296239701
63.35297107608947,32.61702541282535,2,4.348097614875452
53.57746840747585,46.85569945911347,1,1.9863910395758584
9.02897700544083,14.795833410940585,3,7.19435502515317
83.5302495589238,98.46544775908396,1,1.3179301880452612
32.07800649717358,20.909736458961426,2,3.142049931980518
18.651851039985424,13.035313004326554,1,1.3919574449833354
4.077514155476392,20.35348738868964,2,4.74583092451735
59.08929431882418,76.90611331597242,2,5.358346343409397
67.75643618422824,42.55056592718428,2,3.5077427923286835
1.6587828927856152,56.541593975253804,1,1.217110715545297
51.2093058299281,2.1009156986360744,2,5.247871081647751
22.649577519793795,3.4431308573314556,1,1.6103166610745794
64.51727904094498,44.582554982701616,1,2.9029988784547047
17.436642900499145,81.66552432016235,1,2.428635941220746
69.09377381024659,88.52388787075652,2,3.9802681417290926
38.67353463005374,8.670656759564022,2,3.8686282433811146
93.67299887367345,53.836310210102276,2,4.571095158813927
13.752094414599325,91.32296862792705,2,3.237434004834628
34.10663510502585,38.797275439788635,2,3.353029537935897
11.347352124058908,82.95658314283686,2,3.5275736439485774
92.46936182785628,13.36956543994362,1,2.5494471866091204
87.7339353380981,93.53944896677987,1,2.027714718538245
25.79416277151556,75.14233175313026,2,3.0317013683233287
65.99840460341791,94.13343927869016,2,5.0205495824163275
81.72222002012158,67.66172335525064,3,7.694760714641989
55.52008115994623,36.3403931999427,3,8.04340945985519
52.965057835600646,93.81811725247225,1,1.4282324868258711
24.18522909004517,27.556677630917846,1,2.1035644567882072
9.310276780589922,33.21725220617326,2,5.937459719254466
89.72157579533267,70.08084180017403,1,1.146889382011523
90.04180571633304,76.53162995253862,1,1.5678347993288613
63.31014572732679,92.94034838491538,3,6.971990371443319
33.90297910487007,20.48024090562095,1,1.4970986215023592
34.92095746126609,79.7998035219224,3,7.514825430261509
72.59556788702393,73.85460533969635,2,5.454329354232502
89.71102599525771,6.379455625359787,2,5.738576069893162
88.70864242651173,38.722314121020695,1,1.4044301749179466
77.98755458576238,28.27654570600986,1,2.0858998758962253
64.20316461542878,30.44904243540304,2,4.910696916496441
8.413996499504883,98.29468795547008,1,2.04365494872769
16.162871409461378,64.27774134799279,1,1.8681527883938391
89.85541885270793,71.76761577934995,1,1.3839510117184757
60.642905965958995,97.66176373150091,1,1.976438718398477
0.9197051616629648,37.72017824576387,1,1.8024296554226578
10.147154286603211,80.1840168452806,2,5.386690087506809
66.35017691080559,43.45309633044954,1,2.5272087183259906
0.5061583846218687,86.95336718149798,1,1.2679973624113414
16.080805141749867,18.06575413113032,2,3.265557157689203
54.87337893665861,94.76861770642796,3,9.632615772910011
69.18951976926932,21.877170841087967,1,2.071016777928995
65.19612595026005,32.622050698093155,1,2.7156018745651815
22.42693094605598,75.61922341067805,2,3.1744533616992037
71.2179221347536,39.37551415654067,3,8.10606246608652
23.724908749680008,60.82113767664467,2,4.618279543728709
32.539969815926774,44.45735010694285,2,5.58210609762645
74.64914051180241,74.23699370897819,1,1.195219996459415
64.96328990472146,22.833125236861086,2,3.721336691027728
84.9223410494178,5.8457987236877,1,1.8130766277740262
65.76128923003434,29.992939747306625,2,5.5975244262598265
56.830860333547164,47.43086648684303,2,5.816649945211701
9.367476782809248,16.80200521926786,3,9.970898478374512
36.77158030594335,35.47972896563887,1,2.918386972917043
26.520236768172545,39.998301829356855,1,1.0118835116887088
24.398964337908357,5.739184368827354,2,3.1431250243616162
97.30105547524455,58.33072481842046,2,3.442820457472766
39.30977246667604,88.43434279712875,2,4.046586290310819
89.20465551771133,15.174291295305242,1,2.6598360619739174
63.11386259972629,59.7808013401514,1,2.7853123906709607
79.48113035416485,66.47392049108463,2,3.560503218883749
50.26370931051921,41.93346804192883,1,2.239328303239417
57.69038846263591,70.109758736427,3,9.669447940261106
49.25176938188639,41.0731543491012,2,4.391195207793962
19.52429877980445,50.46372879774349,2,3.310630715858352
72.24521152615053,0.735304455442698,2,4.373440950253874
28.07723624408558,69.17201141346888,2,4.127384706864172
2.431596643145384,66.13426789447244,1,2.1553159921320137
64.54722959071678,3.8400877326344562,3,7.754634737628415
17.711067940704893,36.82501073951331,1,1.0346918537074359
94.04585843529144,97.90318407916673,2,5.981993200241013
95.39285770025873,42.07365625686168,1,2.087080475461142
91.48643902204485,50.19454051318417,2,4.420892266453828
37.01587002554444,90.99301581597186,1,2.909234743008108
1.5456616528867428,71.72618758657563,1,1.3117207351741542
92.83185625877253,58.20701311242236,3,6.756950410180993
42.81841483173143,79.78046813410725,1,2.6160294981255667
96.66548190436696,86.43662664559733,2,3.782493240075026
96.36199770892529,45.68880717372669,3,9.196908425166107
85.300945546736,47.51083649318354,1,1.543066965817005
29.444889206958567,38.60509356518358,2,3.0995628906750046
38.50977286019253,96.67061400184606,1,2.034029447773432
85.11366715168569,69.71662542903503,1,1.3933728682537228
31.692200515627768,8.322306620807229,2,5.273538878797414
16.94927466860925,86.29596233130185,3,8.564798532928592
55.68012624583501,48.05599408362681,1,2.8472053359558354
93.6154774160781,6.875390642248746,2,5.348965071797208
69.6029796674973,54.971725516331105,2,3.5423278645221803
57.0061170089365,41.716427897570206,3,9.200632946659185
9.717649377076853,87.7749404862625,1,2.2834740896280463
61.500722669916975,20.399460360938736,2,5.006854925281875
99.00538501042632,82.6464609492183,2,5.496788657910447
14.008401523652402,55.768869118545275,2,4.721472207566821
51.832965236373674,5.461030321346905,3,7.864014057412051
87.73730719279554,97.18453013254846,3,8.546564141434912
74.07686177542044,51.26152441031999,1,1.5959148579167182
69.7015740995268,29.08768542315825,2,3.547791393261298
70.24840839871092,46.94068419892581,1,2.233175676142493
35.94911512197552,85.7857783517489,1,1.4676967381709554
29.359184426449335,30.49031243850635,2,3.2397453280398203
80.93611554785136,19.26763964867003,1,1.0011083691705078
81.01133946791808,12.907124693088146,2,4.824958204200201
86.70723185801037,29.785939839021125,3,7.448595133920947
91.32405525564712,78.00480870400435,1,2.5046219413469117
51.13423988609378,47.16263651952617,3,7.50070559325241
50.15162946871996,22.748160369353997,2,4.45801034471468
79.82951789667752,16.61849996097492,2,4.221254918446155
64.99639307777652,33.27294765103791,3,8.602299164437385
70.19668772577033,93.99243728857088,1,1.7122783240299364
79.57926694361011,34.30267125900244,2,5.891302949826927
89.00053418175663,98.81240759546354,2,5.808440959795591
33.79951568515358,48.523045576535615,1,2.696055805314563
37.5582952639944,17.916391829015087,3,9.681201082290993
9.3981939840869,89.11400917935094,3,7.796558753837564
57.8280140996174,46.03553731348269,1,2.0728607935789842
3.5942273796742086,70.96713435045244,1,2.484185185116489
46.55980181324602,98.37115832091517,2,5.088437774815623
54.26446347075766,5.0175350319974,1,2.7813571912109416
28.65412521282844,9.669455978756714,2,5.148993081770086
59.08332605690107,72.04567414627562,1,2.995769416456921
3.050024993904943,28.1825003295472,2,4.0455173994947735
3.7348188749214417,18.430139695009906,1,2.665995484478836
82.26005606596583,3.9361879819729495,1,2.395269645665328
36.019064141126286,2.1846711986201806,2,5.074159335645056
12.706051265188478,77.4485603119791,2,3.977506784534997
52.224326005480435,13.443342736955,3,9.14240716969209
76.99935530986109,46.77206159711509,3,9.601504089390396
21.582102749684317,60.5896815179483,1,1.437096923041126
62.28904758190003,42.835180056884624,1,2.250993674233408
8.5347464993768,2.7106652336233106,3,7.568539316411101
5.16817211686077,78.35015025879089,3,9.958192477179509
53.1354631568148,1.0513224541653488,3,7.915331263326726
54.06351216101065,76.1889894377484,1,1.4566403475938854
63.742990149820656,89.33044937881228,3,7.527430500887331
72.60913337226616,43.28399210571723,1,2.3076767796332525
97.58520794625346,53.554247309779825,2,3.2282681140487286
51.630034830119534,47.698339261765376,3,8.41440768088495
32.2956472941246,38.920861862343884,1,2.862449518357796
79.51861947687037,88.74245353703603,3,9.401451150631402
27.083225126207424,89.39335106699905,1,1.1353470733159667
43.89714207056361,33.581636464153455,3,9.973559514956273
7.845638134226595,61.5069754014698,1,2.3974538474077582
2.535074341545751,92.69075621458641,3,6.649123297256095
96.26484146779251,96.20584989413516,1,1.024832178338847
83.59801205122058,50.895904042204755,2,3.5138479088764543
69.59742060936979,45.28248052843268,2,5.514527762057216
40.89529444142699,27.869431592852578,2,3.0649179748354913
17.329432007084577,95.887187319041,1,1.466294607236173
15.643704267108605,14.281430447286736,2,5.271916786004626
